"MROX_0001","DATA/CRU_000001_9999_XN_99N999W.IMG","4A_04_0001000400","CRU_000001_9999_XN_99N999W","2005-08-30T15:40:21.549","CTX   ","NIFL ",5056,  1024, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","SPACE ","0809883639:076 ",283.3,  10.000,"194/53/53  ",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,278.89,10.16,  0.0,"Instrument checkout image of space                                              ","OK    ", -4242
"MROX_0001","DATA/CRU_000002_9999_XN_99N999W.IMG","4A_04_0001000500","CRU_000002_9999_XN_99N999W","2005-09-08T15:59:45.313","CTX   ","NIFL ",5056, 15360, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","MOON  ","0810662403:012 ",296.0,   5.710,"196/243/238",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.48, 4.60,  0.0,"Calibration image of the Moon                                                   ","OK    ", -4126
"MROX_0001","DATA/CRU_000003_9999_XN_99N999W.IMG","4A_04_0001000600","CRU_000003_9999_XN_99N999W","2005-09-08T16:03:37.927","CTX   ","NIFL ",5056,  2048, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","STAR  ","0810662635:169 ",296.6,  22.900,"196/243/238",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.48, 4.66,  0.0,"Calibration image of Omega Centauri (globular cluster NGC 5139)                 ","OK    ", -4126
"MROX_0001","DATA/CRU_000004_9999_XN_99N999W.IMG","4A_04_0001000700","CRU_000004_9999_XN_99N999W","2005-09-08T16:08:23.841","CTX   ","NIFL ",5056,  2048, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","STAR  ","0810662921:147 ",296.8,  22.900,"196/243/238",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.48, 4.74,  0.0,"Calibration image of Omega Centauri (globular cluster NGC 5139)                 ","OK    ", -4126
"MROX_0001","DATA/CRU_000005_9999_XN_99N999W.IMG","4A_04_0001000800","CRU_000005_9999_XN_99N999W","2005-09-08T16:11:18.649","CTX   ","NIFL ",5056, 21504, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","MOON  ","0810663096:098 ",297.1,   5.710,"196/243/238",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.48, 4.79,  0.0,"Calibration image of the Moon                                                   ","OK    ", -4126
"MROX_0001","DATA/CRU_000006_9999_XN_99N999W.IMG","4A_04_0001000900","CRU_000006_9999_XN_99N999W","2005-09-08T19:37:45.278","CTX   ","NIFL ",5056, 15360, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","MOON  ","0810675483:003 ",299.4,   5.710,"197/219/214",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.57, 8.13,  0.0,"Calibration image of the Moon                                                   ","OK    ", -4124
"MROX_0001","DATA/CRU_000007_9999_XN_99N999W.IMG","4A_04_0001000A00","CRU_000007_9999_XN_99N999W","2005-09-08T19:41:37.892","CTX   ","NIFL ",5056,  2048, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","STAR  ","0810675715:160 ",299.5,  22.900,"197/219/214",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.57, 8.20,  0.0,"Calibration image of Omega Centauri (globular cluster NGC 5139)                 ","OK    ", -4124
"MROX_0001","DATA/CRU_000008_9999_XN_99N999W.IMG","4A_04_0001000B00","CRU_000008_9999_XN_99N999W","2005-09-08T19:46:23.904","CTX   ","NIFL ",5056,  2048, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","STAR  ","0810676001:163 ",299.8,  22.900,"197/219/214",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.57, 8.27,  0.0,"Calibration image of Omega Centauri (globular cluster NGC 5139)                 ","OK    ", -4124
"MROX_0001","DATA/CRU_000009_9999_XN_99N999W.IMG","4A_04_0001000C00","CRU_000009_9999_XN_99N999W","2005-09-08T19:49:18.712","CTX   ","NIFL ",5056, 21504, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","MOON  ","0810676176:114 ",299.8,   5.710,"197/219/214",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.57, 8.32,  0.0,"Calibration image of the Moon                                                   ","OK    ", -4124
"MROX_0001","DATA/CRU_000010_9999_XN_99N999W.IMG","4A_04_0001000D00","CRU_000010_9999_XN_99N999W","2005-09-08T23:15:45.239","CTX   ","NIFL ",5056, 15360, 1,    0.00,  0.00,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,"CRUISE    ","MOON  ","0810688562:249 ",300.1,   5.710,"197/228/222",   0,   0.00,    0.00,   0.00,   0.00,   0.00,"N",  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,        0.0,284.66,11.67,  0.0,"Calibration image of the Moon                                                   ","OK    ", -4122
